varied_param,correlation_search_space_dimension,correlation_search_space_resolution,correlation_search_space_smear_deviation,distance_variance_penalty,angle_variance_penalty,coarse_search_angle_offset,coarse_angle_resolution,minimum_angle_penalty,minimum_distance_penalty,max_laser_range,metric_type,sub_metric,stat,value
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,latency,latency,median,0.004
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,latency,latency,min,0.0
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,latency,latency,max,0.015000000000000001
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,trace,mean,0.005718951724137931
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,trace,std_dev,0.0021558584571637848
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,trace,median,0.005043
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,trace,min,0.003131
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,trace,max,0.021464
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,trace,rmse,0.006111802885429538
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,det,mean,4.07861773013793e-10
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,det,std_dev,4.068822980270713e-10
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,det,median,2.8862696599999936e-10
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,det,min,8.358219999999992e-11
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,det,max,3.861480974e-09
correlation_search_space_dimension,0.03535533905932736,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,cov,det,rmse,5.761114738778819e-10
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,APE,mean,0.060438056194719945
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,APE,std_dev,0.03823868630350925
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,APE,median,0.05164687441936397
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,APE,min,8.131516293641283e-19
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,APE,max,0.17913611580249544
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,APE,rmse,0.07151891894327202
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,RPE,mean,0.050572296238258714
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,RPE,std_dev,0.02919913208428146
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,RPE,median,0.04308447025370368
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,RPE,min,0.012788399189614356
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,RPE,max,0.17302453221696878
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,RPE,rmse,0.05839645932148209
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num associated poses,mean,27.6
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num associated poses,std_dev,0.7999999999999999
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num associated poses,median,27.0
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num associated poses,min,27.0
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num associated poses,max,29.0
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num gt poses,mean,172.8
correlation_search_space_dimension,0.04999999999999998,0.01,0.1,1.0,2.0,0.175,0.0175,0.9,0.5,5.0,traj,num gt poses,std_dev,3.4871191548325386
