varied_param,throttle_scans,map_update_interval,resolution,minimum_time_interval,minimum_travel_distance,minimum_travel_heading,metric_type,sub_metric,stat,value
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,APE,mean,0.07432538183258774
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,APE,std_dev,0.05832062580842595
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,APE,median,0.05242613227649385
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,APE,min,5.421010862427522e-20
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,APE,max,0.26363544357035806
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,APE,rmse,0.09447517017315399
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,RPE,mean,0.049840717893565825
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,RPE,std_dev,0.026832796193721316
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,RPE,median,0.04250474401115826
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,RPE,min,0.014693349395502623
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,RPE,max,0.15973987280963114
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,RPE,rmse,0.05660473577113312
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,mean,27.8
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,std_dev,0.39999999999999997
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,median,28.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,min,27.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,max,28.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,mean,175.2
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,std_dev,7.277362159464101
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,median,171.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,min,169.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,max,189.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),mean,11.598265000000001
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),std_dev,0.09008728331124195
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),median,11.580764
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),min,11.499164
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),max,11.755718
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),mean,9.904058800000001
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),std_dev,0.6945462434367925
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),median,9.536981
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),min,9.064655
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),max,10.802915
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,duration (s),mean,24.2956
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,duration (s),std_dev,0.8396076702841647
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,duration (s),median,24.067999999999998
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,duration (s),min,23.5
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,traj,duration (s),max,25.755000000000003
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,completion,successes,count,5.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,completion,failures,count,0.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,completion,errors,count,0.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,completion,data or metrics missing,count,0.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,latency,latency,mean,0.005776978417266187
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,latency,latency,std_dev,0.004796646258634197
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,latency,latency,median,0.004
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,latency,latency,min,0.0
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,latency,latency,max,0.038
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,trace,mean,0.005584256944444445
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,trace,std_dev,0.0017122681949623291
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,trace,median,0.0050644999999999996
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,trace,min,0.0026030000000000003
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,trace,max,0.015824
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,trace,rmse,0.005840872194548992
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,det,mean,3.894866343611108e-10
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,det,std_dev,3.7057749882382274e-10
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,det,median,2.689044190000003e-10
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,det,min,5.609792600000001e-11
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,det,max,2.061530990999993e-09
throttle_scans,1,0.02,0.05,0.5,0.5,0.5,cov,det,rmse,5.37612798378597e-10
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,APE,mean,0.07376510064594204
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,APE,std_dev,0.05193233938373056
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,APE,median,0.05806026287102134
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,APE,min,5.421010862427522e-20
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,APE,max,0.2485654355521918
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,APE,rmse,0.09021229376960177
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,RPE,mean,0.051826065002230276
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,RPE,std_dev,0.02793813004534535
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,RPE,median,0.045397215230465235
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,RPE,min,0.014001243316467736
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,RPE,max,0.17431073197942396
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,RPE,rmse,0.05887682161976839
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,mean,27.6
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,std_dev,0.7999999999999999
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,median,27.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,min,27.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,max,29.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,mean,173.2
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,std_dev,1.7204650534085253
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,median,173.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,min,171.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,max,176.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),mean,11.5297428
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),std_dev,0.0694522063678323
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),median,11.50896
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),min,11.450226
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),max,11.6594
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),mean,9.3253626
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),std_dev,0.20757153614559026
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),median,9.192116
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),min,9.138031
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),max,9.677625
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,duration (s),mean,23.710400000000003
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,duration (s),std_dev,0.20638468935461188
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,duration (s),median,23.738
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,duration (s),min,23.390000000000004
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,traj,duration (s),max,23.935
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,completion,successes,count,5.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,completion,failures,count,0.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,completion,errors,count,0.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,completion,data or metrics missing,count,0.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,latency,latency,mean,0.00810144927536232
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,latency,latency,std_dev,0.00875701776967716
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,latency,latency,median,0.0085
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,latency,latency,min,0.0
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,latency,latency,max,0.09200000000000001
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,trace,mean,0.0055852482269503545
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,trace,std_dev,0.0020426153974225387
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,trace,median,0.00499
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,trace,min,0.002802
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,trace,max,0.022366999999999998
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,trace,rmse,0.005947039214469643
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,det,mean,3.4887542598581553e-10
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,det,std_dev,3.694654442409598e-10
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,det,median,2.582577439999995e-10
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,det,min,6.466004400000005e-11
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,det,max,3.5237455459999975e-09
throttle_scans,2,0.02,0.05,0.5,0.5,0.5,cov,det,rmse,5.081523170713226e-10
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,APE,mean,0.07354892735427718
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,APE,std_dev,0.056249546904630424
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,APE,median,0.05901950925931669
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,APE,min,5.421010862427522e-20
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,APE,max,0.26995396477893274
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,APE,rmse,0.09259296000204854
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,RPE,mean,0.048675018288467604
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,RPE,std_dev,0.028614679021829407
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,RPE,median,0.0420820664697828
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,RPE,min,0.0120713850111007
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,RPE,max,0.16766103441570532
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,RPE,rmse,0.05646288392302486
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,mean,27.6
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,std_dev,0.4898979485566356
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,median,28.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,min,27.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,max,28.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,mean,172.8
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,std_dev,2.7129319932501073
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,median,173.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,min,169.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,max,177.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),mean,11.492835199999998
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),std_dev,0.028657885612166065
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),median,11.489805
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),min,11.453598
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),max,11.536691
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),mean,9.560140399999998
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),std_dev,0.5244840476340912
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),median,9.561175
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),min,8.829426
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),max,10.371626
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,duration (s),mean,23.682
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,duration (s),std_dev,0.3077713436952825
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,duration (s),median,23.583999999999996
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,duration (s),min,23.394
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,traj,duration (s),max,24.267999999999997
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,completion,successes,count,5.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,completion,failures,count,0.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,completion,errors,count,0.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,completion,data or metrics missing,count,0.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,latency,latency,mean,0.0054565217391304354
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,latency,latency,std_dev,0.0033081357007754084
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,latency,latency,median,0.005
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,latency,latency,min,0.0
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,latency,latency,max,0.017
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,trace,mean,0.005500832167832167
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,trace,std_dev,0.0020463281254498723
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,trace,median,0.0049169999999999995
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,trace,min,0.002542
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,trace,max,0.021851
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,trace,rmse,0.0058691237280930056
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,det,mean,3.4574148960139837e-10
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,det,std_dev,3.824398166212911e-10
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,det,median,2.436658e-10
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,det,min,5.460535999999991e-11
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,det,max,3.6643424779999952e-09
throttle_scans,3,0.02,0.05,0.5,0.5,0.5,cov,det,rmse,5.15555419881433e-10
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,APE,mean,0.06301606462475758
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,APE,std_dev,0.03818146788461325
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,APE,median,0.05271146743003512
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,APE,min,5.421010862427522e-20
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,APE,max,0.19651130476064402
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,APE,rmse,0.07368072265264079
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,RPE,mean,0.05572322880173021
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,RPE,std_dev,0.04124742211891347
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,RPE,median,0.04331021071723125
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,RPE,min,0.0076678910871772225
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,RPE,max,0.23834565681177491
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,RPE,rmse,0.06932840730570555
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,mean,29.6
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,std_dev,5.238320341483518
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,median,27.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,min,26.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,max,40.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,mean,187.6
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,std_dev,25.85033848907979
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,median,174.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,min,172.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,max,239.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),mean,11.9711384
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),std_dev,0.9802973000676071
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),median,11.491813
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),min,11.407311
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),max,13.929019
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),mean,11.2262536
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),std_dev,3.5278704851910088
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),median,9.744089
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),min,8.827425
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),max,18.195322
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,duration (s),mean,25.6872
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,duration (s),std_dev,3.5597246747466276
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,duration (s),median,23.689
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,duration (s),min,23.676000000000002
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,traj,duration (s),max,32.769999999999996
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,completion,successes,count,5.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,completion,failures,count,0.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,completion,errors,count,0.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,completion,data or metrics missing,count,0.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,latency,latency,mean,0.005810810810810811
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,latency,latency,std_dev,0.0037023574508598146
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,latency,latency,median,0.004
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,latency,latency,min,0.0
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,latency,latency,max,0.02
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,trace,mean,0.005645398692810458
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,trace,std_dev,0.0023138938501021983
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,trace,median,0.004988
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,trace,min,0.002953
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,trace,max,0.021134
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,trace,rmse,0.006101199156749991
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,det,mean,3.509241771960784e-10
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,det,std_dev,2.969598382144001e-10
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,det,median,2.354955600000002e-10
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,det,min,8.474156599999992e-11
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,det,max,2.3249659020000024e-09
throttle_scans,4,0.02,0.05,0.5,0.5,0.5,cov,det,rmse,4.597096079625347e-10
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,APE,mean,0.0799296822108336
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,APE,std_dev,0.054169611213716676
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,APE,median,0.06135710074116615
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,APE,min,5.421010862427522e-20
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,APE,max,0.2466596255812461
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,APE,rmse,0.09655620579419051
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,RPE,mean,0.05613771275517932
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,RPE,std_dev,0.036299796409397116
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,RPE,median,0.04527676984069705
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,RPE,min,0.013927425432423294
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,RPE,max,0.17729620375067176
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,RPE,rmse,0.06685146230821508
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,mean,27.6
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,std_dev,0.4898979485566356
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,median,28.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,min,27.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num associated poses,max,28.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,mean,174.4
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,std_dev,3.4409301068170506
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,median,173.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,min,171.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,num gt poses,max,179.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),mean,11.5684296
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),std_dev,0.06460094128292553
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),median,11.585927
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),min,11.487808
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,odom accum path length (m),max,11.647198
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),mean,9.5680072
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),std_dev,0.16874474006309098
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),median,9.566384
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),min,9.283703
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,total rotation (rad),max,9.804562
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,duration (s),mean,23.923000000000002
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,duration (s),std_dev,0.372500201342228
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,duration (s),median,23.71
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,duration (s),min,23.503
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,traj,duration (s),max,24.374000000000002
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,completion,successes,count,5.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,completion,failures,count,0.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,completion,errors,count,0.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,completion,data or metrics missing,count,0.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,latency,latency,mean,0.0036666666666666666
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,latency,latency,std_dev,0.0031261712780817656
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,latency,latency,median,0.003
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,latency,latency,min,0.0
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,latency,latency,max,0.024
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,trace,mean,0.005975119718309859
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,trace,std_dev,0.0028351742909943677
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,trace,median,0.0051389999999999995
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,trace,min,0.0029400000000000003
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,trace,max,0.022758
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,trace,rmse,0.006613642635375055
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,det,mean,4.160534036760561e-10
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,det,std_dev,3.5112364911588537e-10
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,det,median,3.1916775900000026e-10
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,det,min,9.007928099999995e-11
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,det,max,1.9089765720000036e-09
throttle_scans,5,0.02,0.05,0.5,0.5,0.5,cov,det,rmse,5.44415513811727e-10
map_update_interval,1,0.0070710678118654745,0.05,0.5,0.5,0.5,traj,APE,mean,0.0601993430019209
map_update_interval,1,0.0070710678118654745,0.05,0.5,0.5,0.5,traj,APE,std_dev,0.04185048252124303
map_update_interval,1,0.0070710678118654745,0.05,0.5,0.5,0.5,traj,APE,median,0.04984770432868828
map_update_interval,1,0.0070710678118654745,0.05,0.5,0.5,0.5,traj,APE,min,5.421010862427522e-20
map_update_interval,1,0.0070710678118654745,0.05,0.5,0.5,0.5,traj,APE,max,0.2352569976437473
map_update_interval,1,0.0070710678118654745,0.05,0.5,0.5,0.5,traj,APE,rmse,0.07331728162666556
