varied_param,throttle_scans,map_update_interval,resolution,minimum_time_interval,minimum_travel_distance,minimum_travel_heading,metric_type,sub_metric,stat,value
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,APE,max,0.24786155652818787
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,APE,rmse,0.08159272853215083
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,RPE,mean,0.05343621922830127
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,RPE,std_dev,0.03431403102207984
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,RPE,median,0.044176736248885295
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,RPE,min,0.012112537507998145
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,RPE,max,0.20797525935906364
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,RPE,rmse,0.063504978154467
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num associated poses,mean,27.6
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num associated poses,std_dev,0.4898979485566356
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num associated poses,median,28.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num associated poses,min,27.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num associated poses,max,28.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num gt poses,mean,181.6
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num gt poses,std_dev,9.76933979345585
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num gt poses,median,180.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num gt poses,min,172.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,num gt poses,max,200.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,odom accum path length (m),mean,11.6098854
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,odom accum path length (m),std_dev,0.08286240712554768
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,odom accum path length (m),median,11.589181
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,odom accum path length (m),min,11.491649
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,odom accum path length (m),max,11.743842
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,total rotation (rad),mean,10.026644000000001
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,total rotation (rad),std_dev,0.46741517591323467
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,total rotation (rad),median,9.98617
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,total rotation (rad),min,9.290029
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,total rotation (rad),max,10.582228
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,duration (s),mean,24.897
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,duration (s),std_dev,1.3860030302997175
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,duration (s),median,24.608999999999995
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,duration (s),min,23.493000000000002
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,traj,duration (s),max,27.494
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,completion,successes,count,5.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,completion,failures,count,0.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,completion,errors,count,0.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,completion,data or metrics missing,count,0.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,latency,latency,mean,0.0037391304347826086
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,latency,latency,std_dev,0.0018070086893196234
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,latency,latency,median,0.003
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,latency,latency,min,0.0
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,latency,latency,max,0.007
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,trace,mean,0.005557510638297873
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,trace,std_dev,0.0015515598310929858
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,trace,median,0.005093
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,trace,min,0.002884
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,trace,max,0.012467
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,trace,rmse,0.005770031404096109
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,det,mean,3.5297646765248215e-10
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,det,std_dev,2.7910954623183837e-10
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,det,median,2.617845080000001e-10
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,det,min,7.007608899999989e-11
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,det,max,1.752230732000003e-09
minimum_time_interval,1,0.02,0.05,1.0000000000000002,0.5,0.5,cov,det,rmse,4.499939171968511e-10
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,APE,mean,0.08031613779672209
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,APE,std_dev,0.05822948306935417
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,APE,median,0.06177744015922536
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,APE,min,1.0842021724855044e-19
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,APE,max,0.26832231606798407
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,APE,rmse,0.09920360219823801
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,RPE,mean,0.05091412065885663
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,RPE,std_dev,0.035546715732268246
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,RPE,median,0.03848374057453667
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,RPE,min,0.010397283348152098
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,RPE,max,0.1771409509237071
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,RPE,rmse,0.06209522269720351
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num associated poses,mean,28.8
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num associated poses,std_dev,1.3266499161421599
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num associated poses,median,29.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num associated poses,min,27.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num associated poses,max,31.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num gt poses,mean,182.4
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num gt poses,std_dev,3.9799497484264803
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num gt poses,median,183.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num gt poses,min,177.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,num gt poses,max,188.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,odom accum path length (m),mean,11.5772104
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,odom accum path length (m),std_dev,0.028479037249176598
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,odom accum path length (m),median,11.584205
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,odom accum path length (m),min,11.52602
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,odom accum path length (m),max,11.606391
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,total rotation (rad),mean,10.4490432
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,total rotation (rad),std_dev,0.5669262260147792
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,total rotation (rad),median,10.230435
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,total rotation (rad),min,9.727279
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,total rotation (rad),max,11.22971
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,duration (s),mean,24.967
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,duration (s),std_dev,0.6331625383738345
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,duration (s),median,25.168999999999997
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,duration (s),min,24.026000000000003
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,traj,duration (s),max,25.705
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,completion,successes,count,5.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,completion,failures,count,0.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,completion,errors,count,0.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,completion,data or metrics missing,count,0.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,latency,latency,mean,0.005215277777777779
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,latency,latency,std_dev,0.0040089538577976445
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,latency,latency,median,0.003
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,latency,latency,min,0.0
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,latency,latency,max,0.015000000000000001
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,trace,mean,0.005599755102040816
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,trace,std_dev,0.0018692990340768115
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,trace,median,0.005023999999999999
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,trace,min,0.0027300000000000002
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,trace,max,0.017615000000000002
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,trace,rmse,0.005903518957505993
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,det,mean,3.476430498911563e-10
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,det,std_dev,3.0473591616273266e-10
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,det,median,2.450445529999998e-10
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,det,min,5.490127899999997e-11
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,det,max,1.8629106599999936e-09
minimum_time_interval,1,0.02,0.05,1.4142135623730954,0.5,0.5,cov,det,rmse,4.622982465218368e-10
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,APE,mean,0.07624061256995242
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,APE,std_dev,0.06884580335156089
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,APE,median,0.05467378698484931
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,APE,min,7.589415207398531e-19
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,APE,max,0.3429469747653897
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,APE,rmse,0.10272475672477098
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,RPE,mean,0.053201856101275403
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,RPE,std_dev,0.029957867385897848
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,RPE,median,0.04437622683538874
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,RPE,min,0.008309565487744665
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,RPE,max,0.16045373193885834
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,RPE,rmse,0.06105662380882075
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num associated poses,mean,27.75
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num associated poses,std_dev,0.4330127018922193
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num associated poses,median,28.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num associated poses,min,27.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num associated poses,max,28.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num gt poses,mean,176.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num gt poses,std_dev,3.1622776601683795
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num gt poses,median,176.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num gt poses,min,172.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,num gt poses,max,180.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,odom accum path length (m),mean,11.5516355
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,odom accum path length (m),std_dev,0.04273638169932027
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,odom accum path length (m),median,11.529855999999999
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,odom accum path length (m),min,11.521991
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,odom accum path length (m),max,11.624839
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,total rotation (rad),mean,9.855260000000001
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,total rotation (rad),std_dev,0.43620020187122804
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,total rotation (rad),median,9.754491999999999
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,total rotation (rad),min,9.362704
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,total rotation (rad),max,10.549352
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,duration (s),mean,24.092000000000002
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,duration (s),std_dev,0.3725338910756982
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,duration (s),median,24.1015
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,duration (s),min,23.587
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,traj,duration (s),max,24.578
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,completion,successes,count,4.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,completion,failures,count,0.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,completion,errors,count,1.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,completion,data or metrics missing,count,1.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,latency,latency,mean,0.0031081081081081085
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,latency,latency,std_dev,0.004312878997789515
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,latency,latency,median,0.003
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,latency,latency,min,0.0
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,latency,latency,max,0.047
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,trace,mean,0.0057300973451327435
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,trace,std_dev,0.002273275734649267
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,trace,median,0.004999000000000001
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,trace,min,0.002477
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,trace,max,0.021442
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,trace,rmse,0.006164559850503723
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,det,mean,3.593870680265486e-10
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,det,std_dev,2.986694059250176e-10
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,det,median,2.735938169999998e-10
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,det,min,5.0248226000000095e-11
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,det,max,2.106638086000004e-09
minimum_time_interval,1,0.02,0.05,2.0000000000000004,0.5,0.5,cov,det,rmse,4.672927120128475e-10
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,APE,mean,0.07536296734901722
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,APE,std_dev,0.040627206049671245
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,APE,median,0.0672171974623009
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,APE,min,5.421010862427522e-20
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,APE,max,0.1870383673372626
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,APE,rmse,0.08561627601718892
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,RPE,mean,0.04461777595103841
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,RPE,std_dev,0.02759149434000361
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,RPE,median,0.03652836611490567
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,RPE,min,0.009610038225917227
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,RPE,max,0.2563728285124394
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,RPE,rmse,0.05245985599228722
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num associated poses,mean,93.8
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num associated poses,std_dev,4.166533331199932
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num associated poses,median,92.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num associated poses,min,91.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num associated poses,max,102.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num gt poses,mean,164.4
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num gt poses,std_dev,3.0066592756745814
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num gt poses,median,165.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num gt poses,min,159.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,num gt poses,max,168.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,odom accum path length (m),mean,9.7285642
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,odom accum path length (m),std_dev,0.49693824670009096
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,odom accum path length (m),median,9.434448
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,odom accum path length (m),min,9.343359
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,odom accum path length (m),max,10.645751
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,total rotation (rad),mean,7.934191999999999
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,total rotation (rad),std_dev,1.0237320843251907
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,total rotation (rad),median,7.832363
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,total rotation (rad),min,6.646937
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,total rotation (rad),max,9.772991
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,duration (s),mean,22.5992
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,duration (s),std_dev,0.4219902368538887
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,duration (s),median,22.645999999999997
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,duration (s),min,21.875999999999998
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,traj,duration (s),max,23.155
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,completion,successes,count,0.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,completion,failures,count,5.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,completion,errors,count,0.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,completion,data or metrics missing,count,0.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,latency,latency,mean,0.013264392324093821
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,latency,latency,std_dev,0.04540932564750102
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,latency,latency,median,0.004
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,latency,latency,min,0.0
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,latency,latency,max,0.607
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,trace,mean,0.004657706751054853
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,trace,std_dev,0.0010370991658601606
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,trace,median,0.0046465
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,trace,min,0.002731
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,trace,max,0.010223
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,trace,rmse,0.004771771878312059
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,det,mean,1.8164237622151895e-10
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,det,std_dev,1.105184109336021e-10
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,det,median,1.4976428650000014e-10
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,det,min,4.6507161000000005e-11
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,det,max,8.746288059999981e-10
minimum_travel_distance,1,0.02,0.05,0.5,0.0888,0.5,cov,det,rmse,2.1262236945977335e-10
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,APE,mean,0.09677675027676173
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,APE,std_dev,0.05031828741813684
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,APE,median,0.0969377089178006
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,APE,min,5.421010862427522e-20
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,APE,max,0.2531468421570685
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,APE,rmse,0.10907643853199889
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,RPE,mean,0.04907362775148156
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,RPE,std_dev,0.030420147684156375
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,RPE,median,0.03983610384633431
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,RPE,min,0.01083117596597916
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,RPE,max,0.2021027926058945
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,RPE,rmse,0.05773739105481704
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num associated poses,mean,86.4
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num associated poses,std_dev,2.33238075793812
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num associated poses,median,85.0
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num associated poses,min,85.0
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num associated poses,max,91.0
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num gt poses,mean,174.4
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num gt poses,std_dev,8.42852300228219
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num gt poses,median,171.0
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num gt poses,min,165.0
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,num gt poses,max,189.0
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,odom accum path length (m),mean,11.629802799999998
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,odom accum path length (m),std_dev,0.2966837029824187
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,odom accum path length (m),median,11.473563
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,odom accum path length (m),min,11.430369
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,odom accum path length (m),max,12.214776
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,total rotation (rad),mean,9.9368306
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,total rotation (rad),std_dev,0.9276730266115537
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,total rotation (rad),median,9.637577
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,total rotation (rad),min,8.977364
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,total rotation (rad),max,11.704323
minimum_travel_distance,1,0.02,0.05,0.5,0.12558216433873085,0.5,traj,duration (s),mean,24.056
